DESCRIPTION,Month,ENCOUNTERCLASS,DISPENSES,TOTALCOST,RandomState,CityLookup,Year
lisinopril 10 MG Oral Tablet,"Wednesday, March 1, 2000",outpatient,1,1.84,California,,2000
lisinopril 10 MG Oral Tablet,"Saturday, April 1, 2000",outpatient,1,1.84,California,,2000
lisinopril 10 MG Oral Tablet,"Saturday, July 1, 2000",outpatient,1,1.84,California,,2000
lisinopril 10 MG Oral Tablet,"Friday, September 1, 2000",outpatient,1,1.84,California,,2000
lisinopril 10 MG Oral Tablet,"Friday, December 1, 2000",outpatient,1,1.84,California,,2000
lisinopril 10 MG Oral Tablet,"Monday, January 1, 2001",outpatient,1,1.84,California,,2001
lisinopril 10 MG Oral Tablet,"Friday, June 1, 2001",outpatient,1,1.84,California,,2001
lisinopril 10 MG Oral Tablet,"Saturday, September 1, 2001",outpatient,1,1.84,California,,2001
lisinopril 10 MG Oral Tablet,"Thursday, November 1, 2001",outpatient,1,1.84,California,,2001
lisinopril 10 MG Oral Tablet,"Saturday, December 1, 2001",outpatient,1,1.84,California,,2001
lisinopril 10 MG Oral Tablet,"Tuesday, January 1, 2002",outpatient,1,1.84,California,,2002
lisinopril 10 MG Oral Tablet,"Friday, March 1, 2002",outpatient,1,1.84,California,,2002
lisinopril 10 MG Oral Tablet,"Monday, April 1, 2002",outpatient,1,1.84,California,,2002
lisinopril 10 MG Oral Tablet,"Monday, July 1, 2002",outpatient,1,1.84,California,,2002
lisinopril 10 MG Oral Tablet,"Tuesday, October 1, 2002",outpatient,1,1.84,California,,2002
lisinopril 10 MG Oral Tablet,"Wednesday, January 1, 2003",outpatient,1,1.84,California,,2003
lisinopril 10 MG Oral Tablet,"Saturday, February 1, 2003",outpatient,1,1.84,California,,2003
lisinopril 10 MG Oral Tablet,"Sunday, February 1, 2004",outpatient,1,1.84,California,,2004
lisinopril 10 MG Oral Tablet,"Thursday, April 1, 2004",outpatient,1,1.84,California,,2004
lisinopril 10 MG Oral Tablet,"Saturday, May 1, 2004",outpatient,1,1.84,California,,2004
lisinopril 10 MG Oral Tablet,"Wednesday, September 1, 2004",outpatient,1,1.84,California,,2004
lisinopril 10 MG Oral Tablet,"Wednesday, December 1, 2004",outpatient,1,1.84,California,,2004
lisinopril 10 MG Oral Tablet,"Saturday, January 1, 2005",outpatient,1,1.84,California,,2005
lisinopril 10 MG Oral Tablet,"Tuesday, March 1, 2005",outpatient,1,1.84,California,,2005
lisinopril 10 MG Oral Tablet,"Friday, July 1, 2005",outpatient,1,1.84,California,,2005
lisinopril 10 MG Oral Tablet,"Tuesday, November 1, 2005",outpatient,1,1.84,California,,2005
lisinopril 10 MG Oral Tablet,"Thursday, December 1, 2005",outpatient,1,1.84,California,,2005
lisinopril 10 MG Oral Tablet,"Sunday, January 1, 2006",outpatient,1,1.84,California,,2006
lisinopril 10 MG Oral Tablet,"Saturday, April 1, 2006",outpatient,1,1.84,California,,2006
lisinopril 10 MG Oral Tablet,"Sunday, June 1, 2008",outpatient,1,1.84,California,,2008
lisinopril 10 MG Oral Tablet,"Friday, August 1, 2008",outpatient,1,1.84,California,,2008
lisinopril 10 MG Oral Tablet,"Monday, September 1, 2008",outpatient,1,1.84,California,,2008
lisinopril 10 MG Oral Tablet,"Wednesday, October 1, 2008",outpatient,1,1.84,California,,2008
lisinopril 10 MG Oral Tablet,"Saturday, November 1, 2008",outpatient,1,1.84,California,,2008
lisinopril 10 MG Oral Tablet,"Monday, December 1, 2008",outpatient,1,1.84,California,,2008
lisinopril 10 MG Oral Tablet,"Friday, May 1, 2009",outpatient,1,1.84,California,,2009
lisinopril 10 MG Oral Tablet,"Saturday, August 1, 2009",outpatient,1,1.84,California,,2009
lisinopril 10 MG Oral Tablet,"Monday, March 1, 2010",outpatient,1,1.84,California,,2010
lisinopril 10 MG Oral Tablet,"Thursday, April 1, 2010",outpatient,1,1.84,California,,2010
lisinopril 10 MG Oral Tablet,"Thursday, July 1, 2010",outpatient,1,1.84,California,,2010
lisinopril 10 MG Oral Tablet,"Sunday, August 1, 2010",outpatient,1,1.84,California,,2010
lisinopril 10 MG Oral Tablet,"Monday, November 1, 2010",outpatient,1,1.84,California,,2010
lisinopril 10 MG Oral Tablet,"Tuesday, February 1, 2011",outpatient,1,1.84,California,,2011
lisinopril 10 MG Oral Tablet,"Tuesday, March 1, 2011",outpatient,1,1.84,California,,2011
lisinopril 10 MG Oral Tablet,"Tuesday, November 1, 2011",outpatient,1,1.84,California,,2011
lisinopril 10 MG Oral Tablet,"Thursday, March 1, 2012",outpatient,1,1.84,California,,2012
lisinopril 10 MG Oral Tablet,"Thursday, November 1, 2012",outpatient,1,1.84,California,,2012
lisinopril 10 MG Oral Tablet,"Saturday, December 1, 2012",outpatient,1,1.84,California,,2012
lisinopril 10 MG Oral Tablet,"Tuesday, January 1, 2013",outpatient,1,1.84,California,,2013
lisinopril 10 MG Oral Tablet,"Sunday, September 1, 2013",outpatient,1,1.84,California,,2013
lisinopril 10 MG Oral Tablet,"Friday, November 1, 2013",outpatient,1,1.84,California,,2013
lisinopril 10 MG Oral Tablet,"Wednesday, January 1, 2014",outpatient,1,1.84,California,,2014
lisinopril 10 MG Oral Tablet,"Saturday, February 1, 2014",outpatient,1,1.84,California,,2014
lisinopril 10 MG Oral Tablet,"Saturday, March 1, 2014",outpatient,1,1.84,California,,2014
lisinopril 10 MG Oral Tablet,"Tuesday, April 1, 2014",outpatient,1,1.84,California,,2014
lisinopril 10 MG Oral Tablet,"Sunday, June 1, 2014",outpatient,1,1.84,California,,2014
lisinopril 10 MG Oral Tablet,"Friday, August 1, 2014",outpatient,1,1.84,California,,2014
lisinopril 10 MG Oral Tablet,"Monday, December 1, 2014",outpatient,1,1.84,California,,2014
lisinopril 10 MG Oral Tablet,"Monday, June 1, 2015",outpatient,1,1.84,California,,2015
lisinopril 10 MG Oral Tablet,"Thursday, November 1, 2018",outpatient,1,1.84,California,,2018
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, January 1, 1967",outpatient,1,0.92,California,,1967
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, March 1, 1967",outpatient,1,0.92,California,,1967
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, November 1, 1967",outpatient,1,0.92,California,,1967
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, October 1, 1969",outpatient,1,0.92,California,,1969
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, November 1, 1969",outpatient,1,0.92,California,,1969
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, March 1, 1970",outpatient,1,0.92,California,,1970
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, February 1, 1971",outpatient,1,0.92,California,,1971
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, December 1, 1971",outpatient,1,0.92,California,,1971
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, July 1, 1972",outpatient,1,0.92,California,,1972
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, March 1, 1973",outpatient,1,0.92,California,,1973
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, May 1, 1973",outpatient,1,0.92,California,,1973
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, August 1, 1974",outpatient,1,0.92,California,,1974
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, April 1, 1975",outpatient,1,0.92,California,,1975
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, August 1, 1975",outpatient,1,0.92,California,,1975
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, August 1, 1980",outpatient,1,0.92,California,,1980
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, September 1, 1984",outpatient,1,0.92,California,,1984
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, November 1, 1984",outpatient,1,0.92,California,,1984
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, March 1, 1985",outpatient,1,0.92,California,,1985
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, June 1, 1985",outpatient,1,0.92,California,,1985
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, August 1, 1985",outpatient,1,0.92,California,,1985
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, March 1, 1986",outpatient,1,0.92,California,,1986
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, January 1, 1987",outpatient,1,0.92,California,,1987
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, March 1, 1987",outpatient,1,0.92,California,,1987
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, April 1, 1987",outpatient,1,0.92,California,,1987
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, August 1, 1987",outpatient,1,0.92,California,,1987
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, December 1, 1987",outpatient,1,0.92,California,,1987
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, January 1, 1988",outpatient,1,0.92,California,,1988
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, April 1, 1988",outpatient,1,0.92,California,,1988
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, May 1, 1988",outpatient,1,0.92,California,,1988
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, June 1, 1988",outpatient,1,0.92,California,,1988
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, July 1, 1988",outpatient,1,0.92,California,,1988
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, September 1, 1988",outpatient,1,0.92,California,,1988
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, October 1, 1988",outpatient,1,0.92,California,,1988
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, December 1, 1988",outpatient,1,0.92,California,,1988
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, June 1, 1989",outpatient,1,0.92,California,,1989
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, August 1, 1989",outpatient,1,0.92,California,,1989
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, November 1, 1989",outpatient,1,0.92,California,,1989
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, February 1, 1990",outpatient,1,0.92,California,,1990
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, June 1, 1990",outpatient,1,0.92,California,,1990
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, January 1, 1991",outpatient,1,0.92,California,,1991
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, July 1, 1991",outpatient,1,0.92,California,,1991
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, March 1, 1992",outpatient,1,0.92,California,,1992
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, May 1, 1992",outpatient,1,0.92,California,,1992
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, June 1, 1992",outpatient,1,0.92,California,,1992
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, August 1, 1992",outpatient,1,0.92,California,,1992
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, November 1, 1992",outpatient,1,0.92,California,,1992
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, May 1, 1993",outpatient,1,0.92,California,,1993
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, July 1, 1993",outpatient,1,0.92,California,,1993
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, October 1, 1994",outpatient,1,0.92,California,,1994
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, November 1, 1994",outpatient,1,0.92,California,,1994
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, January 1, 1995",outpatient,1,0.92,California,,1995
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, February 1, 1995",outpatient,1,0.92,California,,1995
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, March 1, 1995",outpatient,1,0.92,California,,1995
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, May 1, 1995",outpatient,1,0.92,California,,1995
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, October 1, 1995",outpatient,1,0.92,California,,1995
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, November 1, 1995",outpatient,1,0.92,California,,1995
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, May 1, 1996",outpatient,1,0.92,California,,1996
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, November 1, 1996",outpatient,1,0.92,California,,1996
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, December 1, 1996",outpatient,1,0.92,California,,1996
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, February 1, 1997",outpatient,1,0.92,California,,1997
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, March 1, 1997",outpatient,1,0.92,California,,1997
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, June 1, 1997",outpatient,1,0.92,California,,1997
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, October 1, 1997",outpatient,1,0.92,California,,1997
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, December 1, 1997",outpatient,1,0.92,California,,1997
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, January 1, 1998",outpatient,1,0.92,California,,1998
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, March 1, 1998",outpatient,1,0.92,California,,1998
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, May 1, 1998",outpatient,1,0.92,California,,1998
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, May 1, 1999",outpatient,1,0.92,California,,1999
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, October 1, 1999",outpatient,1,0.92,California,,1999
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, November 1, 1999",outpatient,1,0.92,California,,1999
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, December 1, 1999",outpatient,1,0.92,California,,1999
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, March 1, 2000",outpatient,1,0.92,California,,2000
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, April 1, 2000",outpatient,1,0.92,California,,2000
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, July 1, 2000",outpatient,1,0.92,California,,2000
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, September 1, 2000",outpatient,1,0.92,California,,2000
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, December 1, 2000",outpatient,1,0.92,California,,2000
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, June 1, 2001",outpatient,1,0.92,California,,2001
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, November 1, 2001",outpatient,1,0.92,California,,2001
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, January 1, 2002",outpatient,1,0.92,California,,2002
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, January 1, 2003",outpatient,1,0.92,California,,2003
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, February 1, 2003",outpatient,1,0.92,California,,2003
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, April 1, 2004",outpatient,1,0.92,California,,2004
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, June 1, 2004",outpatient,1,0.92,California,,2004
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, September 1, 2005",outpatient,1,0.92,California,,2005
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, December 1, 2005",outpatient,1,0.92,California,,2005
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, March 1, 2006",outpatient,1,0.92,California,,2006
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, February 1, 2007",outpatient,1,0.92,California,,2007
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, June 1, 2007",outpatient,1,0.92,California,,2007
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, August 1, 2007",outpatient,1,0.92,California,,2007
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, February 1, 2008",outpatient,1,0.92,California,,2008
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, April 1, 2008",outpatient,1,0.92,California,,2008
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, June 1, 2008",outpatient,1,0.92,California,,2008
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, July 1, 2008",outpatient,1,0.92,California,,2008
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, September 1, 2008",outpatient,1,0.92,California,,2008
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, November 1, 2008",outpatient,1,0.92,California,,2008
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, February 1, 2009",outpatient,1,0.92,California,,2009
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, June 1, 2009",outpatient,1,0.92,California,,2009
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, July 1, 2009",outpatient,1,0.92,California,,2009
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, January 1, 2010",outpatient,1,0.92,California,,2010
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, February 1, 2010",outpatient,1,0.92,California,,2010
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, July 1, 2010",outpatient,1,0.92,California,,2010
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, November 1, 2010",outpatient,1,0.92,California,,2010
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, November 1, 2011",outpatient,1,0.92,California,,2011
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, December 1, 2011",outpatient,1,0.92,California,,2011
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, January 1, 2012",outpatient,1,0.92,California,,2012
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, April 1, 2012",outpatient,1,0.92,California,,2012
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, May 1, 2012",outpatient,1,0.92,California,,2012
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, March 1, 2013",outpatient,1,0.92,California,,2013
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, July 1, 2013",outpatient,1,0.92,California,,2013
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, August 1, 2013",outpatient,1,0.92,California,,2013
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, November 1, 2013",outpatient,1,0.92,California,,2013
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, January 1, 2014",outpatient,1,0.92,California,,2014
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, February 1, 2014",outpatient,1,0.92,California,,2014
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, May 1, 2014",outpatient,1,0.92,California,,2014
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, July 1, 2014",outpatient,1,0.92,California,,2014
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, December 1, 2014",outpatient,1,0.92,California,,2014
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, February 1, 2015",outpatient,1,0.92,California,,2015
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, April 1, 2015",outpatient,1,0.92,California,,2015
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, May 1, 2016",outpatient,1,0.92,California,,2016
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, May 1, 1967",urgentcare,1,0.92,Ohio,,1967
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, April 1, 1971",urgentcare,1,0.92,Ohio,,1971
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, August 1, 1971",urgentcare,1,0.92,Ohio,,1971
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, August 1, 1986",urgentcare,1,0.92,Ohio,,1986
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, February 1, 1988",urgentcare,1,0.92,Ohio,,1988
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, January 1, 1989",urgentcare,1,0.92,Ohio,,1989
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, May 1, 1989",urgentcare,1,0.92,Ohio,,1989
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, September 1, 1989",urgentcare,1,0.92,Ohio,,1989
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, January 1, 1990",urgentcare,1,0.92,Ohio,,1990
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, March 1, 1990",urgentcare,1,0.92,Ohio,,1990
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, December 1, 1990",urgentcare,1,0.92,Ohio,,1990
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, July 1, 1991",urgentcare,1,0.92,Ohio,,1991
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, July 1, 1992",urgentcare,1,0.92,Ohio,,1992
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, December 1, 1992",urgentcare,1,0.92,Ohio,,1992
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, February 1, 1993",urgentcare,1,0.92,Ohio,,1993
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, May 1, 1994",urgentcare,1,0.92,Ohio,,1994
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, December 1, 1994",urgentcare,1,0.92,Ohio,,1994
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, April 1, 1995",urgentcare,1,0.92,Ohio,,1995
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, May 1, 1995",urgentcare,1,0.92,Ohio,,1995
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, August 1, 1995",urgentcare,1,0.92,Ohio,,1995
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, September 1, 1995",urgentcare,1,0.92,Ohio,,1995
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, January 1, 1996",urgentcare,1,0.92,Ohio,,1996
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, May 1, 1996",urgentcare,1,0.92,Ohio,,1996
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, October 1, 1996",urgentcare,1,0.92,Ohio,,1996
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, February 1, 1997",urgentcare,1,0.92,Ohio,,1997
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, September 1, 1997",urgentcare,1,0.92,Ohio,,1997
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, December 1, 1997",urgentcare,1,0.92,Ohio,,1997
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, April 1, 1998",urgentcare,1,0.92,Ohio,,1998
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, September 1, 1998",urgentcare,1,0.92,Ohio,,1998
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, February 1, 1999",urgentcare,1,0.92,Ohio,,1999
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, September 1, 1999",urgentcare,1,0.92,Ohio,,1999
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, May 1, 2000",urgentcare,1,0.92,Ohio,,2000
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, October 1, 2000",urgentcare,1,0.92,Ohio,,2000
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, September 1, 2001",urgentcare,1,0.92,Ohio,,2001
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, January 1, 2002",urgentcare,1,0.92,Ohio,,2002
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, February 1, 2002",urgentcare,1,0.92,Ohio,,2002
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, May 1, 2002",urgentcare,1,0.92,Ohio,,2002
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, September 1, 2002",urgentcare,1,0.92,Ohio,,2002
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, October 1, 2002",urgentcare,1,0.92,Ohio,,2002
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, November 1, 2002",urgentcare,1,0.92,Ohio,,2002
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, December 1, 2002",urgentcare,1,0.92,Ohio,,2002
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, March 1, 2003",urgentcare,1,0.92,Ohio,,2003
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, May 1, 2003",urgentcare,1,0.92,Ohio,,2003
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, August 1, 2003",urgentcare,1,0.92,Ohio,,2003
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, April 1, 2004",urgentcare,1,0.92,Ohio,,2004
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, June 1, 2004",urgentcare,1,0.92,Ohio,,2004
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, September 1, 2005",urgentcare,1,0.92,Ohio,,2005
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, September 1, 2007",urgentcare,1,0.92,Ohio,,2007
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, October 1, 2007",urgentcare,1,0.92,Ohio,,2007
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, December 1, 2007",urgentcare,1,0.92,Ohio,,2007
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, January 1, 2008",urgentcare,1,0.92,Ohio,,2008
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, February 1, 2008",urgentcare,1,0.92,Ohio,,2008
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, March 1, 2008",urgentcare,1,0.92,Ohio,,2008
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, April 1, 2008",urgentcare,1,0.92,Ohio,,2008
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, November 1, 2008",urgentcare,1,0.92,Ohio,,2008
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, November 1, 2009",urgentcare,1,0.92,Ohio,,2009
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, February 1, 2010",urgentcare,1,0.92,Ohio,,2010
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, June 1, 2012",urgentcare,1,0.92,Ohio,,2012
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, May 1, 2013",urgentcare,1,0.92,Ohio,,2013
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, June 1, 2013",urgentcare,1,0.92,Ohio,,2013
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, October 1, 2013",urgentcare,1,0.92,Ohio,,2013
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, December 1, 2013",urgentcare,1,0.92,Ohio,,2013
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, March 1, 2014",urgentcare,1,0.92,Ohio,,2014
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, April 1, 2014",urgentcare,1,0.92,Ohio,,2014
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, June 1, 2014",urgentcare,1,0.92,Ohio,,2014
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, September 1, 2014",urgentcare,1,0.92,Ohio,,2014
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, April 1, 2015",urgentcare,1,0.92,Ohio,,2015
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, April 1, 2016",urgentcare,1,0.92,Ohio,,2016
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, May 1, 2016",urgentcare,1,0.92,Ohio,,2016
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, June 1, 2016",urgentcare,1,0.92,Ohio,,2016
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, February 1, 2018",urgentcare,1,0.92,Ohio,,2018
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, July 1, 2018",urgentcare,1,0.92,Ohio,,2018
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, May 1, 2019",urgentcare,1,0.92,Ohio,,2019
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, July 1, 2019",urgentcare,1,0.92,Ohio,,2019
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, April 1, 2020",urgentcare,1,0.92,Ohio,,2020
