Medicine,Year,Type,Value
albuterol 0.83 MG/ML Inhalation Solution,2006,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2006,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2018,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2019,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2021,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2021,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2021,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2021,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2025,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2025,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1976,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1977,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1978,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1979,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1980,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1981,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1982,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1983,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1984,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1985,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1986,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2000,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2001,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2002,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2003,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2003,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2004,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2004,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2005,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2005,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2006,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2006,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2006,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2008,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2008,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2008,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2009,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2009,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2009,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2010,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2011,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2011,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2012,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2012,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2013,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2013,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2014,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2014,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2014,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2019,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2019,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2021,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2021,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2025,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2025,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1982,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1985,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2000,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2001,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2001,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2002,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2002,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2002,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2002,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2003,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2003,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2003,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2004,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2004,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2004,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2004,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2005,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2005,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2005,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2005,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2005,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2005,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2006,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2006,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2006,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2008,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2008,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2008,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2008,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2009,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2009,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2009,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2009,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2009,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2009,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2009,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2010,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2010,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2010,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2010,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2010,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2010,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2010,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2018,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2018,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2018,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2018,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2018,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2019,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2021,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2021,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2021,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2025,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2025,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2025,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2025,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,1979,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2000,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2001,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2001,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2001,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2001,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2001,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2001,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2001,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2001,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2001,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2002,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2002,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2002,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2002,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2002,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2002,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2003,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2003,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2003,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2003,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2003,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2003,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2004,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2004,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2004,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2005,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2005,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2005,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2006,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2006,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2006,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2007,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2008,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2008,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2009,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2009,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2010,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2010,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2013,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2015,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2016,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2018,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2018,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2018,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2018,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2019,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2019,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2019,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2019,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2019,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2020,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2021,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2021,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2021,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2025,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2025,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2025,Actual,1
albuterol 0.83 MG/ML Inhalation Solution,2025,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1956,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1957,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1958,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1959,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1960,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1960,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1962,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1963,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1963,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1967,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1967,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1968,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1969,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1970,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1971,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1971,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1972,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1972,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1973,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1973,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1974,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1974,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1975,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1975,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1975,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1975,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1977,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1977,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1977,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1977,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1978,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1978,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1978,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1979,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1979,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1979,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1981,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1982,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1982,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1982,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1983,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1983,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1984,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1984,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1984,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1985,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1985,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1985,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1986,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1986,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1986,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1986,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1986,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1987,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1987,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1987,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1987,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1987,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1987,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1988,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1988,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1988,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1989,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1989,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1989,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1990,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1990,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1990,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1990,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1990,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1990,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1990,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1991,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1991,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1991,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1991,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1991,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1991,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1992,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1992,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1992,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1992,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1992,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1993,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1993,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1993,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1993,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1993,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1993,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1994,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1994,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1994,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1994,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1994,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1995,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1995,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1995,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1995,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1995,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1995,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1995,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1996,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1996,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1996,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1996,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1997,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1997,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1997,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1997,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1997,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1998,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1998,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1998,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1998,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1999,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1999,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,1999,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2000,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2000,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2000,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2001,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2001,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2001,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2001,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2001,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2001,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2001,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2002,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2002,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2002,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2002,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2003,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2003,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2003,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2003,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2003,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2003,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2004,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2005,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2005,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2005,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2005,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2006,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2006,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2006,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2006,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2006,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2007,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2007,Actual,1
sodium fluoride 0.0272 MG/MG Oral Gel,2008,Actual,1
